_id,nameScientist,location,nation,personalWebsite,bestPublication[0],bestPublication[1],bestPublication[2],bestPublication[3],bestPublication[4],bestPublication[5],bestPublication[6],bestPublication[7],bestPublication[8],bestPublication[9],specialized,researchArea[0],researchArea[1],researchArea[2]
655ac1c42af6ced3cd016b92,Léon Bottou,Facebook (United States),United States,,Gradient-based learning applied to document recognitionY. Lecun;L. Bottou;L. Bottou;Y. Bengio;Y. Bengio;Y. Bengio;P. Haffner.\nProceedings of the IEEE (1998),Wasserstein Generative Adversarial NetworksMartin Arjovsky;Soumith Chintala;Léon Bottou.\ninternational conference on machine learning (2017),Natural Language Processing (Almost) from ScratchRonan Collobert;Jason Weston;Léon Bottou;Michael Karlen.\nJournal of Machine Learning Research (2011),Large-Scale Machine Learning with Stochastic Gradient DescentLéon Bottou.\nCOMPSTAT (2010),Efficient BackPropYann LeCun;Léon Bottou;Genevieve B. Orr;Klaus-Robert Müller.\nneural information processing systems (1998),Learning and Transferring Mid-level Image Representations Using Convolutional Neural NetworksMaxime Oquab;Maxime Oquab;Leon Bottou;Ivan Laptev;Josef Sivic.\ncomputer vision and pattern recognition (2014),SIGNATURE VERIFICATION USING A “SIAMESE” TIME DELAY NEURAL NETWORKJane Bromley;James W. Bentz;James W. Bentz;Léon Bottou;Léon Bottou;Isabelle Guyon.\nInternational Journal of Pattern Recognition and Artificial Intelligence (1993),Optimization Methods for Large-Scale Machine LearningLéon Bottou;Frank E. Curtis;Jorge Nocedal.\nSiam Review (2018),Stochastic Gradient Descent TricksLéon Bottou.\nNeural Networks: Tricks of the Trade (2nd ed.) (2012),The Tradeoffs of Large Scale LearningOlivier Bousquet;Léon Bottou.\nneural information processing systems (2007),Computer Science,Machine learning,Artificial intelligence,Law
655ac1cb2af6ced3cd016b93,Stuart Russell,"University of California, Berkeley",United States,http://people.eecs.berkeley.edu/~russell/,Artificial Intelligence: A Modern ApproachStuart J. Russell;Peter Norvig.\n (2020),Distance Metric Learning with Application to Clustering with Side-InformationEric P. Xing;Michael I. Jordan;Stuart J Russell;Andrew Y. Ng.\nneural information processing systems (2002),"Dynamic bayesian networks: representation, inference and learningKevin Patrick Murphy;Stuart Russell.\n (2002)",Algorithms for Inverse Reinforcement LearningAndrew Y. Ng;Stuart J. Russell.\ninternational conference on machine learning (2000),Rao-Blackwellised Particle Filtering for Dynamic Bayesian Networks.Kevin Murphy;Stuart Russell.\nSequential Monte Carlo Methods in Practice (2001),Policy Invariance Under Reward Transformations: Theory and Application to Reward ShapingAndrew Y. Ng;Daishi Harada;Stuart J. Russell.\ninternational conference on machine learning (1999),Rao-blackwellised particle filtering for dynamic Bayesian networksArnaud Doucet;Nando de Freitas;Kevin P. Murphy;Stuart J. Russell.\nuncertainty in artificial intelligence (2000),Image segmentation in video sequences: a probabilistic approachNir Friedman;Stuart Russell.\nuncertainty in artificial intelligence (1997),BLOG: Probabilistic Models with Unknown ObjectsBrian Milch;Bhaskara Marthi;Stuart Russell;David Sontag.\ndagstuhl seminar proceedings (2006),Online Bagging and BoostingNikunj C. Oza;Stuart J. Russell.\ninternational conference on artificial intelligence and statistics (2001),Computer Science,,,
655ac1d32af6ced3cd016b94,Robert M. Haralick,City University of New York,United States,,Textural Features for Image ClassificationRobert M. Haralick;K. Shanmugam;Its'Hak Dinstein.\nsystems man and cybernetics (1973),Statistical and structural approaches to textureR.M. Haralick.\nProceedings of the IEEE (1979),"Image Segmentation TechniquesRobert M. Haralick;Linda G. Shapiro.\nGraphical Models /graphical Models and Image Processing /computer Vision, Graphics, and Image Processing (1984)",Image Analysis Using Mathematical MorphologyRobert M. Haralick;Stanley R. Sternberg;Xinhua Zhuang.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1987),Increasing tree search efficiency for constraint satisfaction problemsRobert M. Haralick;Gordon L. Elliott.\nArtificial Intelligence (1980),Digital Step Edges from Zero Crossing of Second Directional DerivativesRobert M. Haralick.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1984),Pose estimation from corresponding point dataR.M. Haralick;H. Joo;C. Lee;X. Zhuang.\nsystems man and cybernetics (1989),Structural Descriptions and Inexact MatchingLinda G. Shapiro;Robert M. Haralick.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1981),Review and analysis of solutions of the three point perspective pose estimation problemRobert M. Haralick;Chung-Nan Lee;Karsten Ottenberg;Michael Nölle.\nInternational Journal of Computer Vision (1994),Feature normalization and likelihood-based similarity measures for image retrievalSelim Aksoy;Robert M. Haralick.\nPattern Recognition Letters (2001),Computer Science,Artificial intelligence,Statistics,Computer vision
655ac1db2af6ced3cd016b95,Deva Ramanan,Carnegie Mellon University,United States,,Microsoft COCO: Common Objects in ContextTsung-Yi Lin;Michael Maire;Serge J. Belongie;James Hays.\neuropean conference on computer vision (2014),Object Detection with Discriminatively Trained Part-Based ModelsP F Felzenszwalb;R B Girshick;D McAllester;D Ramanan.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2010),"A discriminatively trained, multiscale, deformable part modelP. Felzenszwalb;D. McAllester;D. Ramanan.\ncomputer vision and pattern recognition (2008)","Face detection, pose estimation, and landmark localization in the wildXiangxin Zhu;Deva Ramanan.\ncomputer vision and pattern recognition (2012)",Microsoft COCO: Common Objects in ContextTsung-Yi Lin;Michael Maire;Serge Belongie;Lubomir Bourdev.\narXiv: Computer Vision and Pattern Recognition (2014),Articulated pose estimation with flexible mixtures-of-partsYi Yang;Deva Ramanan.\ncomputer vision and pattern recognition (2011),Globally-optimal greedy algorithms for tracking a variable number of objectsHamed Pirsiavash;Deva Ramanan;Charless C. Fowlkes.\ncomputer vision and pattern recognition (2011),Articulated Human Detection with Flexible Mixtures of PartsYi Yang;Deva Ramanan.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2013),Detecting activities of daily living in first-person camera viewsHamed Pirsiavash;Deva Ramanan.\ncomputer vision and pattern recognition (2012),A large-scale benchmark dataset for event recognition in surveillance videoSangmin Oh;Anthony Hoogs;Amitha Perera;Naresh Cuntoor.\ncomputer vision and pattern recognition (2011),Computer Science,Artificial intelligence,Machine learning,Computer vision
655ac1e22af6ced3cd016b96,Thomas Stützle,Université Libre de Bruxelles,Belgium,,Ant colony optimization: artificial ants as a computational intelligence techniqueMarco Dorigo;Mauro Birattari;Thomas Stützle.\nIEEE Computational Intelligence Magazine (2006),Ant Colony OptimizationM. Dorigo;M. Birattari;T. Stutzle.\n (2004),MAX-MIN Ant systemThomas Stützle;Holger H. Hoos.\nFuture Generation Computer Systems (2000),Iterated local searchHelena Ramalhino Lourenco;Olivier Martin;Thomas Stützle.\nScience Kluwer (2003),The irace package: Iterated racing for automatic algorithm configurationManuel López-Ibáñez;Jérémie Dubois-Lacoste;Leslie Pérez Cáceres;Mauro Birattari.\nOperations Research Perspectives (2016),"The Ant Colony Optimization Metaheuristic: Algorithms, Applications, and AdvancesMarco Dorigo;Thomas Stützle.\n (2003)",MAX-MIN Ant System and local search for the traveling salesman problemT. Stutzle;H. Hoos.\nieee international conference on evolutionary computation (1997),Empirical Scoring Functions for Advanced Protein−Ligand Docking with PLANTSOliver Korb;Thomas Stützle;Thomas E. Exner.\nJournal of Chemical Information and Modeling (2009),A SIMPLE AND EFFECTIVE ITERATED GREEDY ALGORITHM FOR THE PERMUTATION FLOWSHOP SCHEDULING PROBLEMRubén Ruiz;Thomas Stützle.\nEuropean Journal of Operational Research (2007),Improvements on the Ant-System: Introducing the MAX-MIN Ant SystemThomas Stützle;Holger H. Hoos.\ninternational conference on artificial neural networks (1998),Computer Science,,,
655ac1e92af6ced3cd016b97,Zbigniew Michalewicz,University of Adelaide,Australia,https://scholar.google.com/citations?hl=pl&user=tl_762kAAAAJ,Genetic Algorithms + Data Structures = Evolution ProgramsZbigniew Michalewicz.\n (1992),Handbook of Evolutionary ComputationThomas Back;David B. Fogel;Zbigniew Michalewicz.\n (1997),How to Solve It: Modern HeuristicsZbigniew Michalewicz;David B. Fogel.\n (2004),Parameter control in evolutionary algorithmsA.E. Eiben;R. Hinterding;Z. Michalewicz.\nIEEE Transactions on Evolutionary Computation (1999),Evolutionary algorithms for constrained parameter optimization problemsZbigniew Michalewicz;Marc Schoenauer.\nEvolutionary Computation (1996),Evolutionary Computation 1 : Basic Algorithms and OperatorThomas Baeck;D.B Fogel;Z Michalewicz.\n (2000),Evolutionary Computation 1Thomas Bck;David B Fogel;Zbigniew Michalewicz.\n (2000),"Genetic algorithms + data structures = evolution programs (2nd, extended ed.)Zbigniew Michalewicz.\n (1994)","Evolutionary algorithms, homomorphous mappings, and constrained parameter optimizationSlawomir Koziel;Zbigniew Michalewicz.\nEvolutionary Computation (1999)",Genetic Algorithms + Data Structures = Evolution ProgramsD. M. Rocke;Z. Michalewicz.\nJournal of the American Statistical Association (2000),Computer Science,Genetic algorithm,Artificial intelligence,Evolutionary algorithm
655ac1f12af6ced3cd016b98,Tinne Tuytelaars,KU Leuven,Belgium,,SURF: speeded up robust featuresHerbert Bay;Tinne Tuytelaars;Luc Van Gool.\neuropean conference on computer vision (2006),Speeded-Up Robust Features (SURF)Herbert Bay;Andreas Ess;Tinne Tuytelaars;Luc Van Gool.\nComputer Vision and Image Understanding (2008),A Comparison of Affine Region DetectorsK. Mikolajczyk;T. Tuytelaars;C. Schmid;A. Zisserman.\nInternational Journal of Computer Vision (2005),Local Invariant Feature Detectors: A SurveyTinne Tuytelaars;Krystian Mikolajczyk.\n (2008),An Efficient Dense and Scale-Invariant Spatio-Temporal Interest Point DetectorGeert Willems;Tinne Tuytelaars;Luc Gool.\neuropean conference on computer vision (2008),Unsupervised Visual Domain Adaptation Using Subspace AlignmentBasura Fernando;Amaury Habrard;Marc Sebban;Tinne Tuytelaars.\ninternational conference on computer vision (2013),Matching Widely Separated Views Based on Affine Invariant RegionsTinne Tuytelaars;Luc Van Gool.\nInternational Journal of Computer Vision (2004),"Wide Baseline Stereo Matching based on Local, Affinely Invariant RegionsTinne Tuytelaars;Luc J. Van Gool.\nbritish machine vision conference (2000)",Dynamic Filter NetworksXu Jia;Bert De Brabandere;Tinne Tuytelaars;Luc Van Gool.\nneural information processing systems (2016),Object detection by contour segment networksVittorio Ferrari;Tinne Tuytelaars;Luc Van Gool.\neuropean conference on computer vision (2006),Computer Science,Bag-of-words model,Computer vision,Artificial intelligence
655ac1f82af6ced3cd016b99,Nitesh V. Chawla,University of Notre Dame,United States,,SMOTE: synthetic minority over-sampling techniqueNitesh V. Chawla;Kevin W. Bowyer;Lawrence O. Hall;W. Philip Kegelmeyer.\nJournal of Artificial Intelligence Research (2002),SMOTE: Synthetic Minority Over-sampling TechniqueN. V. Chawla;K. W. Bowyer;L. O. Hall;W. P. Kegelmeyer.\narXiv: Artificial Intelligence (2011),Editorial: special issue on learning from imbalanced data setsNitesh V. Chawla;Nathalie Japkowicz;Aleksander Kotcz.\nSigkdd Explorations (2004),SPECIAL ISSUE ON LEARNING FROM IMBALANCED DATA SETSN Chawla;N Japkowicz;A Kolcz.\n (2004),SMOTEBoost: Improving Prediction of the Minority Class in BoostingNitesh V. Chawla;Aleksandar Lazarevic;Lawrence O. Hall;Kevin W. Bowyer.\neuropean conference on principles of data mining and knowledge discovery (2003),Data Mining for Imbalanced Datasets: An OverviewNitesh V. Chawla.\nThe Data Mining and Knowledge Discovery Handbook (2005),metapath2vec: Scalable Representation Learning for Heterogeneous NetworksYuxiao Dong;Nitesh V. Chawla;Ananthram Swami.\nknowledge discovery and data mining (2017),SVMs Modeling for Highly Imbalanced ClassificationYuchun Tang;Yan-Qing Zhang;N.V. Chawla;S. Krasser.\nsystems man and cybernetics (2009),New perspectives and methods in link predictionRyan N. Lichtenwalter;Jake T. Lussier;Nitesh V. Chawla.\nknowledge discovery and data mining (2010),"SMOTE for learning from imbalanced data: progress and challenges, marking the 15-year anniversaryAlberto Fernández;Salvador García;Francisco Herrera;Nitesh V. Chawla.\nJournal of Artificial Intelligence Research (2018)",Computer Science,Artificial intelligence,Statistics,Machine learning
655ac2002af6ced3cd016b9a,David J. Kriegman,"University of California, San Diego",United States,,Eigenfaces vs. Fisherfaces: recognition using class specific linear projectionP.N. Belhumeur;J.P. Hespanha;D.J. Kriegman.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1997),Detecting faces in images: a surveyMing-Hsuan Yang;D.J. Kriegman;N. Ahuja.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2002),From few to many: illumination cone models for face recognition under variable lighting and poseA.S. Georghiades;P.N. Belhumeur;D.J. Kriegman.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2001),Acquiring linear subspaces for face recognition under variable lightingKuang-Chih Lee;J. Ho;D.J. Kriegman.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2005),Localizing Parts of Faces Using a Consensus of ExemplarsPeter N. Belhumeur;David W. Jacobs;David J. Kriegman;Neeraj Kumar.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2013),The Bas-Relief AmbiguityPeter N. Belhumeur;David J. Kriegman;Alan L. Yuille.\nInternational Journal of Computer Vision (1999),What Is the Set of Images of an Object Under All Possible Illumination ConditionsPeter N. Belhumeur;David J. Kriegman.\nInternational Journal of Computer Vision (1998),PSF estimation using sharp edge predictionN. Joshi;R. Szeliski;D.J. Kriegman.\ncomputer vision and pattern recognition (2008),Clustering appearances of objects under varying illumination conditionsJ. Ho;Ming-Husang Yang;Jongwoo Lim;Kuang-Chih Lee.\ncomputer vision and pattern recognition (2003),Video-based face recognition using probabilistic appearance manifoldsKuang-Chih Lee;J. Ho;Ming-Hsuan Yang;D. Kriegman.\ncomputer vision and pattern recognition (2003),Computer Science,Artificial intelligence,Computer vision,Geometry
655ac2072af6ced3cd016b9b,M. Frans Kaashoek,MIT,United States,,Chord: A scalable peer-to-peer lookup service for internet applicationsIon Stoica;Robert Morris;David Karger;M. Frans Kaashoek.\nacm special interest group on data communication (2001),Chord: a scalable peer-to-peer lookup protocol for Internet applicationsIon Stoica;Robert Morris;David Liben-Nowell;David R. Karger.\nIEEE ACM Transactions on Networking (2003),The click modular routerEddie Kohler;Robert Morris;Benjie Chen;John Jannotti.\nACM Transactions on Computer Systems (2000),Resilient overlay networksDavid Andersen;Hari Balakrishnan;Frans Kaashoek;Robert Morris.\nsymposium on operating systems principles (2001),Wide-area cooperative storage with CFSFrank Dabek;M. Frans Kaashoek;David Karger;Robert Morris.\nsymposium on operating systems principles (2001),Vivaldi: a decentralized network coordinate systemFrank Dabek;Russ Cox;Frans Kaashoek;Robert Morris.\nacm special interest group on data communication (2004),Overcast: reliable multicasting with on overlay networkJohn Jannotti;David K. Gifford;Kirk L. Johnson;M. Frans Kaashoek.\noperating systems design and implementation (2000),A measurement study of available bandwidth estimation toolsJacob Strauss;Dina Katabi;Frans Kaashoek.\ninternet measurement conference (2003),Koorde: A Simple Degree-Optimal Distributed Hash Table.M. Frans Kaashoek;David R. Karger.\ninternational workshop on peer-to-peer systems (2003),Fast and secure distributed read-only file systemKevin Fu;M. Frans Kaashoek;David Mazières.\nACM Transactions on Computer Systems (2002),Computer Science,Operating system,Computer network,Programming language
655ac20e2af6ced3cd016b9c,Daniel P. Huttenlocher,MIT,United States,,Efficient Graph-Based Image SegmentationPedro F. Felzenszwalb;Daniel P. Huttenlocher.\nInternational Journal of Computer Vision (2004),Comparing images using the Hausdorff distanceD.P. Huttenlocher;G.A. Klanderman;W.J. Rucklidge.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1993),Efficient Belief Propagation for Early VisionPedro F. Felzenszwalb;Daniel P. Huttenlocher.\nInternational Journal of Computer Vision (2006),Pictorial Structures for Object RecognitionPedro F. Felzenszwalb;Daniel P. Huttenlocher.\nInternational Journal of Computer Vision (2005),"Group formation in large social networks: membership, growth, and evolutionLars Backstrom;Dan Huttenlocher;Jon Kleinberg;Xiangyang Lan.\nknowledge discovery and data mining (2006)",Predicting positive and negative links in online social networksJure Leskovec;Daniel Huttenlocher;Jon Kleinberg.\nthe web conference (2010),Signed networks in social mediaJure Leskovec;Daniel Huttenlocher;Jon Kleinberg.\nhuman factors in computing systems (2010),Mapping the world's photosDavid J. Crandall;Lars Backstrom;Daniel Huttenlocher;Jon Kleinberg.\nthe web conference (2009),Distance Transforms of Sampled FunctionsPedro F. Felzenszwalb;Daniel P. Huttenlocher.\nTheory of Computing (2012),An efficiently computable metric for comparing polygonal shapesE.M. Arkin;L.P. Chew;D.P. Huttenlocher;K. Kedem.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1991),Computer Science,Artificial intelligence,Computer vision,Statistics
655ac2182af6ced3cd016b9d,Zhou Wang,University of Waterloo,Canada,,A universal image quality indexZhou Wang;A.C. Bovik.\nIEEE Signal Processing Letters (2002),"Multiscale structural similarity for image quality assessmentZ. Wang;E.P. Simoncelli;A.C. Bovik.\nasilomar conference on signals, systems and computers (2003)",Mean squared error: Love it or leave it? A new look at Signal Fidelity MeasuresZhou Wang;A.C. Bovik.\nIEEE Signal Processing Magazine (2009),Video Quality Assessment Based on Structural Distortion MeasurementZhou Wang;Zhou Wang;Ligang Lu;Alan C. Bovik.\nSignal Processing-image Communication (2004),Progressive switching median filter for the removal of impulse noise from highly corrupted imagesZhou Wang;D. Zhang.\nIEEE Transactions on Circuits and Systems Ii: Analog and Digital Signal Processing (1999),"Multi-scale structural similarity for image quality assessmentZhou Wang;Eero P. Simoncelli;Alan C. Bovik.\nasilomar conference on signals, systems and computers (2003)",Modern image quality assessmentZhou Wang;Al Bovik.\n (2006),Information Content Weighting for Perceptual Image Quality AssessmentZhou Wang;Qiang Li.\nIEEE Transactions on Image Processing (2011),No-reference perceptual quality assessment of JPEG compressed imagesZhou Wang;H.R. Sheikh;A.C. Bovik.\ninternational conference on image processing (2002),"Why is image quality assessment so difficultZhou Wang;Alan C. Bovik;Ligang Lu.\ninternational conference on acoustics, speech, and signal processing (2002)",Computer Science,Artificial intelligence,Computer vision,Machine learning
655ac21f2af6ced3cd016b9e,W.E.L. Grimson,MIT,United States,http://people.csail.mit.edu/welg/,Adaptive background mixture models for real-time trackingC. Stauffer;W.E.L. Grimson.\ncomputer vision and pattern recognition (1999),Learning patterns of activity using real-time trackingC. Stauffer;W.E.L. Grimson.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2000),"Statistical shape influence in geodesic active contoursM.E. Leventon;W.E.L. Grimson;O. Faugeras.\n5th IEEE EMBS International Summer School on Biomedical Imaging, 2002. (2002)",Adaptive segmentation of MRI dataW.M. Wells;W.E.L. Grimson;R. Kikinis;F.A. Jolesz.\nIEEE Transactions on Medical Imaging (1996),Statistical shape influence in geodesic active contoursM.E. Leventon;W.E.L. Grimson;O. Faugeras.\ncomputer vision and pattern recognition (2000),Object Recognition by Computer: The Role of Geometric ConstraintsW. Eric L. Grimson.\n (1991),A shape-based approach to the segmentation of medical imagery using level setsA. Tsai;A. Yezzi;W. Wells;C. Tempany.\nIEEE Transactions on Medical Imaging (2003),Gait analysis for recognition and classificationL. Lee;W.E.L. Grimson.\nieee international conference on automatic face and gesture recognition (2002),Computational Experiments with a Feature Based Stereo AlgorithmW. Eric L. Grimson.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1985),Unsupervised Activity Perception in Crowded and Complicated Scenes Using Hierarchical Bayesian ModelsXiaogang Wang;Xiaoxu Ma;W.E.L. Grimson.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2009),Computer Science,Magnetic resonance imaging,Medical imaging,Image-guided surgery
655ac2262af6ced3cd016b9f,Kate Saenko,Boston University,United States,,Long-term recurrent convolutional networks for visual recognition and descriptionJeff Donahue;Lisa Anne Hendricks;Sergio Guadarrama;Marcus Rohrbach.\ncomputer vision and pattern recognition (2015),Adversarial Discriminative Domain AdaptationEric Tzeng;Judy Hoffman;Kate Saenko;Trevor Darrell.\ncomputer vision and pattern recognition (2017),Adapting visual category models to new domainsKate Saenko;Brian Kulis;Mario Fritz;Trevor Darrell.\neuropean conference on computer vision (2010),Deep Domain Confusion: Maximizing for Domain InvarianceEric Tzeng;Judy Hoffman;Ning Zhang;Kate Saenko.\ncomputer vision and pattern recognition (2014),CyCADA: Cycle-Consistent Adversarial Domain AdaptationJudy Hoffman;Eric Tzeng;Taesung Park;Jun-Yan Zhu.\ninternational conference on machine learning (2018),Deep CORAL: Correlation Alignment for Deep Domain AdaptationBaochen Sun;Kate Saenko.\neuropean conference on computer vision (2016),Sequence to Sequence -- Video to TextSubhashini Venugopalan;Marcus Rohrbach;Jeffrey Donahue;Raymond Mooney.\ninternational conference on computer vision (2015),Simultaneous Deep Transfer Across Domains and TasksEric Tzeng;Judy Hoffman;Trevor Darrell;Kate Saenko.\ninternational conference on computer vision (2015),Return of frustratingly easy domain adaptationBaochen Sun;Jiashi Feng;Kate Saenko.\nnational conference on artificial intelligence (2016),Translating Videos to Natural Language Using Deep Recurrent Neural NetworksSubhashini Venugopalan;Huijuan Xu;Jeff Donahue;Marcus Rohrbach.\nnorth american chapter of the association for computational linguistics (2015),Computer Science,Computer vision,Machine learning,Artificial neural network
655ac22e2af6ced3cd016ba0,H. T. Kung,Harvard University,United States,https://scholar.google.com/citations?hl=pl&user=iLQqwosAAAAJ,GPSR: greedy perimeter stateless routing for wireless networksBrad Karp;H. T. Kung.\nacm/ieee international conference on mobile computing and networking (2000),On optimistic methods for concurrency controlH. T. Kung;John T. Robinson.\nACM Transactions on Database Systems (1981),Systolic Arrays for (VLSI).H T Kung;Charles E Leiserson.\n (1978),On Finding the Maxima of a Set of VectorsH. T. Kung;F. Luccio;F. P. Preparata.\nJournal of the ACM (1975),Matrix Triangularization By Systolic ArraysW. M. Gentleman;H. T. Kung.\nAdvances in Laser Scanning Technology (1982),Optimal Order of One-Point and Multipoint IterationH. T. Kung;J. F. Traub.\nJournal of the ACM (1974),Sorting on a mesh-connected parallel computerC. D. Thompson;H. T. Kung.\nCommunications of The ACM (1977),I/O complexity: The red-blue pebble gameHong Jia-Wei;H. T. Kung.\nsymposium on the theory of computing (1981),iWarp: an integrated solution to high-speed parallel computingS. Borkar;R. Cohn;G. Cox;S. Gleason.\nconference on high performance computing (supercomputing) (1988),On the Average Number of Maxima in a Set of Vectors and ApplicationsJ. L. Bentley;H. T. Kung;M. Schkolnick;C. D. Thompson.\nJournal of the ACM (1978),Computer Science,DNA,Gene,Dislocation
655ac2362af6ced3cd016ba1,Zhuowen Tu,"University of California, San Diego",United States,,Aggregated Residual Transformations for Deep Neural NetworksSaining Xie;Ross Girshick;Piotr Dollar;Zhuowen Tu.\ncomputer vision and pattern recognition (2017),Holistically-Nested Edge DetectionSaining Xie;Zhuowen Tu.\ninternational conference on computer vision (2015),Deeply-Supervised NetsChen-Yu Lee;Saining Xie;Patrick W. Gallagher;Zhengyou Zhang.\ninternational conference on artificial intelligence and statistics (2015),Integral Channel FeaturesPiotr Dollár;Zhuowen Tu;Pietro Perona;Serge J. Belongie.\nbritish machine vision conference (2009),Similarity network fusion for aggregating data types on a genomic scaleBo Wang;Aziz M Mezlini;Feyyaz Demir;Marc Fiume.\nNature Methods (2014),Deeply Supervised Salient Object Detection with Short ConnectionsQibin Hou;Ming-Ming Cheng;Xiaowei Hu;Ali Borji.\ncomputer vision and pattern recognition (2017),Deeply Supervised Salient Object Detection with Short ConnectionsQibin Hou;Ming-Ming Cheng;Xiaowei Hu;Ali Borji.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2019),Image segmentation by data-driven Markov chain Monte CarloZhuowen Tu;Song-Chun Zhu.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2002),"Image Parsing: Unifying Segmentation, Detection, and RecognitionZhuowen Tu;Xiangrong Chen;Alan L. Yuille;Song-Chun Zhu.\nInternational Journal of Computer Vision (2005)","Image parsing: unifying segmentation, detection, and recognitionZhuowen Tu;Xiangrong Chen;Yuille;Zhu.\ninternational conference on computer vision (2003)",Computer Science,Artificial intelligence,Machine learning,Statistics
655ac2402af6ced3cd016ba2,Ben Y. Zhao,University of Chicago,United States,,Tapestry: An Infrastructure for Fault-tolerant Wide-area Location and RoutingBen Y. Zhao;John Kubiatowicz;Anthony D. Joseph.\n (2001),OceanStore: an architecture for global-scale persistent storageJohn Kubiatowicz;David Bindel;Yan Chen;Steven Czerwinski.\narchitectural support for programming languages and operating systems (2000),Tapestry: a resilient global-scale overlay for service deploymentB.Y. Zhao;Ling Huang;J. Stribling;S.C. Rhea.\nIEEE Journal on Selected Areas in Communications (2004),User interactions in social networks and their implicationsChristo Wilson;Bryce Boe;Alessandra Sala;Krishna P.N. Puttaswamy.\neuropean conference on computer systems (2009),Bayeux: an architecture for scalable and fault-tolerant wide-area data disseminationShelley Q. Zhuang;Ben Y. Zhao;Anthony D. Joseph;Randy H. Katz.\nnetwork and operating system support for digital audio and video (2001),Tapestry: An Infrastructure for Fault-tolerant Wide-area Location andBen Y. Zhao;John D. Kubiatowicz;Anthony D. Joseph.\n (2001),An architecture for a secure service discovery serviceSteven E. Czerwinski;Ben Y. Zhao;Todd D. Hodes;Anthony D. Joseph.\nacm/ieee international conference on mobile computing and networking (1999),Detecting and characterizing social spam campaignsHongyu Gao;Jun Hu;Christo Wilson;Zhichun Li.\ninternet measurement conference (2010),Understanding user behavior in large-scale video-on-demand systemsHongliang Yu;Dongdong Zheng;Ben Y. Zhao;Weimin Zheng.\neuropean conference on computer systems (2006),Towards a Common API for Structured Peer-to-Peer OverlaysFrank Dabek;Ben Y. Zhao;Peter Druschel;John Kubiatowicz.\ninternational workshop on peer-to-peer systems (2003),Computer Science,Computer network,The Internet,Operating system
655ac24a2af6ced3cd016ba3,Jonathan S. Turner,Washington University in St. Louis,United States,,OpenFlow: enabling innovation in campus networksNick McKeown;Tom Anderson;Hari Balakrishnan;Guru Parulkar.\nacm special interest group on data communication (2008),Overcoming the Internet impasse through virtualizationT. Anderson;L. Peterson;S. Shenker;J. Turner.\nIEEE Computer (2005),Terabit burst switchingJonathan S. Turner.\nJournal of High Speed Networks (1999),New directions in communications (or which way to the information ageJ.S. Turner.\nIEEE Communications Magazine (1986),Algorithms to accelerate multiple regular expressions matching for deep packet inspectionSailesh Kumar;Sarang Dharmapurikar;Fang Yu;Patrick Crowley.\nacm special interest group on data communication (2006),ClassBench: a packet classification benchmarkDavid E. Taylor;Jonathan S. Turner.\nIEEE ACM Transactions on Networking (2007),Design of a broadcast packet switching networkJ.S. Turner.\nIEEE Transactions on Communications (1988),Fast hash table lookup using extended bloom filter: an aid to network processingHaoyu Song;Sarang Dharmapurikar;Jonathan Turner;John Lockwood.\nacm special interest group on data communication (2005),Diversifying the InternetJ.S. Turner;D.E. Taylor.\nglobal communications conference (2005),Efficient Mapping of Virtual Networks onto a Shared SubstrateJing Lu;Jonathan Turner.\n (2006),Computer Science,Computer network,Operating system,The Internet
